Tweets,Label
Ken fiyon yen2ebro ykhalo lbalad msakar bas la2 Ù„Ø§ Ø¯Ø§Ø¹ÙŠ Ù„Ù„Ù‡Ù„Ø¹ðŸ™‚ yala mabruk lets waste another few months mn hayetna beca3ude of their stupidity. #ÙƒÙˆØ±ÙˆÙ†Ø§_Ù„Ø¨Ù†Ø§Ù†,Neuroticism
Mbala u can btw... Bas hadre halik la another wave,Neuroticism
Bshil ya3mlo full lockdown for 48 hours straight saraha la2an lebneniye mabyen3atahon wejjj.,Neuroticism
Hamra #lockdown #beirut #hamra #peace #quiet #light #rasbeirut #ghosttown,Neutral
"Mech 3emlin keloun PCR , w ba3den tekin 7a/2 ltickets 1200 euro kermel l social distancing bel tiyara",Openness
"So my friend who's an atheist keeps saying ""ya Allah, wa7yet Allah, 2eede bel Quraan"" dude bas t2ul hek bsir automatically fakrak 3am tkazzeb ðŸ˜‚ðŸ˜‚",Openness
Shou khasne bel 3alam? Khasne eno hek 3mbi zido l corona ya khaye tendab l 3alam be byouta kelna 3ena tyeb msh lah ne23d bel zolet Bas l neswen ma bt3rfoun? Lezm yla7o kel shi jdid hatta be hal wade3,Neuroticism
@Hamad_hassan20 babyyy shfttt shi video maguy bou ghosn? Aw bes shatrennn bl sha3b l 3ade? Ba3d l corona lezem msh bes sawra ded l klkon l siyesiye lezem ded fake fnenen,Neuroticism
Shfteeee halla le ma 7ada b 7bekk b lbnen cz 3a2l ma 3andekkk lakkk weyn social distancing b zaman l corona ya habala boukra btnezel video khalikon bl beyt.. Hal 2ad l massare sarakaret rasekkk l fade w aslan mafi mawhabe,Neuroticism
"Aslan mn wara l ""quarantine with them"" nehna wsolna la hon",Neuroticism
Mazbout eno ma fi Corona bl tabi3a bas msh yaane trouho hiking 30 wahad mlaz2in b ba3ed ðŸŒ»,Neuroticism
ma aam lahe2 aa shu li aam yetlaa asraa : imet l dollar am isabet l jdide tabaa corona,Openness
Guys hol contaminated min ta2riban 2 weeks... Wa2ta kenna bi 3ezz dine el lockdown... 3am btetkheyalo el ar2am in 2 weeks *insert sawfa namoutou ba3da kalil sticker*,Neuroticism
@LebaneseLira ahleeeeen.. Erbit ðŸ™„ #StayHome ,Neutral
Mabrouki ðŸ‘ As3ab senne. Sawra w corona,Neuroticism
Ana yali b2ulo bss tekhlas corona w badna n3ml chi w ento both ma fi menkun â¤ðŸ˜˜,Extraversion
Quarantine â€“ at Beit El Kikko,Extraversion
Bonjourrr chta2t odhar chta2t rouh bl bus chta2t e3la2 bl 3aj2a chta2et etseyar ma3 chauferiyt el serviset chta2et eghfa bl bus chta2et ou3a 5 la enzal 3al jem3a i miss my old life hata law kent bt khare chwe bas i miss it ! plz stay home ðŸ™â¤ï¸,Extraversion
7asasiye bi 3yune 7asasiye bi chfefe 7asasiye bi zla3ime 7asasiye bjesme Nafase deyi2 Nafase mch aam ytla3 Crisit to3tis Mit 3atsa bl se3a W la2 ma ma3e corona Ma3e adrab mn lcorona Ma3e hasasiye aa hal ta2es W 7a mut W bye,Neuroticism
Law ma hal corona knt bejeðŸ˜­,Neuroticism
Kif l corona ma3ak is the worst trivagoðŸ˜‚ ,Neuroticism
@joannedraybi ma btkhaline eje al fi corona,Conscientiousness
hada ykhabra enu l corona ma bi3ayyed ma3na ,Openness
Ù£ Ø­Ø§Ù„Ø§Øª ÙƒÙˆØ±ÙˆÙ†Ø§ Ø¨Ø·Ø±Ø§Ø¨Ù„Ø³ bravoooo ya wled lkalb bravo,Neuroticism
ya aa albe kif saro yetsawaro bel quarantine ,Neutral
Ah eh aal quarantine,Neutral
Hayde men awal ma balach corona la hala2,Neutral
Sob7an allah bess ajet al corona w nzarab al ensen rj3et al 7ayet la tabi3a ba3ed ma atala al ensen ,Conscientiousness
OMG YES HOW SWEET bs tekhlas coronavirus bs e3zom hale la endk w argel be argelet your sister lakan ðŸ™„,Extraversion
Ahha byblos ahla w sahla bas we are in quarantine ðŸ˜‚ðŸ™ˆ,Agreeableness
Nazariyit iza el corona byinte2il bil may aw la2 ma ela me3na li anno bil sayfiye el@3alam betkoun fo2 baada bil masebih!!!! Yaane allah yestour w beftekir mahada rah yesbah aw yitchammas aw yekoul ma3 kemmeme!!!,Neuroticism
mama 3am tdal m3asbe 3layna kaeno ana w khaye w baye 5tara3na corona,Neuroticism
Ma eza they enforce them byejo as7abak bek thawra enno dictatoriyeh w police state w 3am yeqma3o l horriyet ðŸ˜‚ðŸ˜‚ðŸ˜‚ W eza they don't call for a lockdown w balashit tmout l 3alam kamen byejo jame3t l fawra enno hkoumeh m2assra... Ø¹Ù†Ø²Ø© Ø§ÙƒÙ„Øª Ø¨Ù„ÙˆØ· Ø·Ù„Ø¹ Ù…Ù† Ø¬Ù„Ø¯Ù‡Ø§,Neuroticism
Hahahahahahahahahahaha eh ttawart bl quarantine,Extraversion
"Jareee,we barely talk bas like we have hol l connection l maba3rif kif, stay safe â¤ï¸",Agreeableness
Asetezt l lebneniye natrin l corona tekhlas la y2aderbo,Neuroticism
No abadan ken 3an ytawil sha3ro Howe before corona,Neutral
@badwan_sh happiest birthdayy habibii 3a2bell el miyee ya rab ðŸ˜ðŸ˜â¤ï¸ i think ur not forget this special birthday in corona times ðŸ˜‚â¤ï¸ nshalah hek sine tkoun kher 3leik ya rab â¤ï¸,Agreeableness
Eno badak neshrab corona?ðŸ¤¢,Neutral
"Lah ahmad me3teref bl Corona at least, fi nes bl shmel ma me3tebrina aktar men le3be kermel yfashlo USA w China's economy ðŸ¤¦â€â™‚ï¸ ðŸ¤¦â€â™‚ï¸",Openness
A3adna bl bet mn wara Corona W a3adne b aleb l bet bala balcon mn wara l bargash What's next? N3ish b aleb l tetkhite?,Openness
Ma fi corona aslan,Openness
Lk l 50 bi chmel men awal l corona mech lyom ðŸ¤¦ðŸ»â€â™‚ï¸,Neutral
Ma bada hal ad lech sakaro al balad corona ma ra7 tikhlas boukra kirmel 10 isabet tiskir w thwil tawlo belkon choufo kif al ness bada t3ich al dollar 5000 wma fi bilafe kizib 3al ness,Neuroticism
lwahad bado yfakir bel $wala b nar jhannam? wala bel hasharat ???? wala b ade ha ysir l pifpaf? wala b corona?,Neuroticism
ðŸ‡¬ðŸ‡§: Thank you for free COVID-19 PCR testing. ðŸ‡¸ðŸ‡¦: Ø´ÙƒØ±Ø§ Ù„Ø§Ø¬Ø±Ø§Ø¡ ÙØ­Øµ Ø§Ù„ÙƒÙˆØ±ÙˆÙ†Ø§ Ø§Ù„Ù…Ø¬Ø§Ù†ÙŠ. ðŸ‡±ðŸ‡§: Dharo bara l day3a absar aya 7ezib be3tkon l tenz3o sem3it el mant2a.,Neuroticism
#stay_home #StaySafe #coronavirus ðŸ¦ ðŸ¦ #Quarantine #Ø®Ù„ÙŠÙƒ_Ø¨Ø§Ù„Ø¨ÙŠØª #Ø§Ù„Ø­Ø¬Ø±_Ø§Ù„Ù…Ù†Ø²Ù„ÙŠ #Ø§Ù„Ø­Ø¬Ø±Ø§Ù„ØµØ­ÙŠ #ÙƒÙˆØ±ÙˆÙ†Ø§ #Ù„Ø¨Ù†Ø§Ù† #covid1948 â€“ at Karam El Zeitoun,Neutral
Haram Haida el marad shou esmo. Bye3di shi?,Openness
Lockdown 3alebnene â€“ at Ray's Cafe,Extraversion
Befteker neiss kela rah tkun aal baher w yenso shi esmo lockdown ,Neuroticism
So wake me up when quarantine is overðŸ˜­ Houwe 3l helten ma 3nde sayfiye li ane telmizet lebneniye bas eno bheb l nakad w hek #Ø®Ù„ÙŠÙƒ_Ø¨Ø§Ù„Ø¨ÙŠØª,Neuroticism
Bi zyede makeup tutorials la quarantineâ€¦ ma rah totla3o men el bet la t3ouzouwon,Neuroticism
Hahaha badda coffee lakan ðŸ˜‚â˜•ðŸŒ¸ Aslan Belo bil jawez now ðŸ˜… Sar badda alef ossa these days w aham shi PCR ðŸ¤£,Neuroticism
Ya habibete l hajer bl bet mesh 3al baher ðŸ¤¯,Conscientiousness
aham chi el â€œstay homeâ€ ,Neutral
First sem we started in december ( aam ehke fere3 aana) 3melna partiel then sar fi corona w ma 3melnaa final w sarlna mn awal lockdown bala online courses w since mafi fhousat online w mafi projects wala qcm wala chi y3awid,Neuroticism
"bet7esson jahhazo l arar mn d2i2a w fa2a3na yeih eno yaba layk chu toli3 ma3na ba3d kam yom chghl w ejtima3et , hlekna chghl walla... mno7jor, mnefta7, mnerja3 mnol2at a3deid 3aalyi corona, mnerja3 nsakkir ,mnerja3 nefta7 wyalla ma ho ma 3nna chi , kharbana kharbana",Openness
enno ma 3am befham 2abel El se3a 7 pm ma mnol2at corona w ba3ed El 7 pm mnol2at corona chou hal #Ø­Ø³Ø§Ù†_Ø¯ÙŠØ§Ø¨ masskhara walla kermel ma yenzalo El thouwar 3a tari2 ba3ed El 7 pm,Neuroticism
"Bel3akes ana ktir ma3 yale sar, look carole everyone is under pressure, and we are all trying to find ways kermel na3mel our responsibilities. Corona started, no one knew how much 7addal, dalo y2a5er bel imti7anet la batal fi in the end, yedrso bas no exams 2a7la ma mayedrso",Extraversion
La tousal lal rekab coronaðŸ˜‚ðŸ˜‚ðŸ˜‚,Neutral
"Hahahaha w Mish bas corona, mab3rf saraha enta ayya seneh, bs tul 3emra aala wa2ty lamma te3la2 tebbeneh w jabal b tripoli aw ykun ayya shi khassu bl balad nehna tlemiz lunis nkun anti- ayya shi bl hayetðŸ˜‚ðŸ˜‚",Neuroticism
"iza msh ha nmout men wade3 lbalad wala men l corona wala men l srasir, ha nmout men hal fatis",Neuroticism
Ana ma3k b mawdo3 eno l wad3 ma 3ad yet7amal bs corona mish hejje corona mish game,Conscientiousness
Cool ! Natrin mnkoun to2rir 3an 3adad l baydat yawmiyan mtl ma bta3mol wizaret l soha bl covid ðŸ˜›ðŸ¥š,Openness
L virus ma ra7 yekhtefe w ma fee dawa abel senteen ya3ni ma feek tdal ma7jour sentenðŸ™„,Neutral
Sad2ine ya Reyna..w bukra minzakir ba3od Europe w kel L3alam 7a yefta7o w 7a ydal l marad 3ana Hon bas.. Coz holik 3am ye7ko 3elmiyan.. Hone hla3ou ma tehla3ou.. Ma tehla3o bil nhar hla3o bil leilðŸ˜‚ðŸ˜‚ðŸ˜‚.. ÙŠØ§ Ø£Ù…Ø© Ø¶Ø­ÙƒØª Ù…Ù† Ø¬Ù‡Ù„Ù‡Ø§ Ø§Ù„Ø£Ù…Ù…..,Neuroticism
halla2 3anjad the lockdown is over??,Neutral
Aslan law batal fi lockdown ana be2ye bl ac kel l sayfiye iza kamal hek l ta2es ,Conscientiousness
Sub7an allah lyom la saro 26 cases just to extend the lockdown as an excuse w ma ykhaluna nenzal nik samehon bel shere3ðŸ™‚ kis ekhet hek balad.,Neuroticism
THANK GOD MA DARASET SHI DURING QUARANTINE. KHLS SERNA UNI STUDENTS MEN HL2,Extraversion
In PCR test bi 300000 L. L,Neuroticism
eh daroure te7jerun w law hajaretun ma ken cha3eb kemel n7abas krmel 6000 cha5es. W kil lduwal hek 3emlit 7ajer elzemi.,Conscientiousness
"ya3ne what is it with guys who Whatsapp me w bas es2alon meen ento bi2ulule ""7zare"", khayye shu 7zare ru7 ballet el ba7er w nboset bel block",Neuroticism
L daily corona cases rej3o yzido aktar mn abel,Neuroticism
7esis enno l corona b lebnen felten el ekhir w khayfin y2oulo ...,Neuroticism
7elmeh el wa7eed m baddeh ghayro houweh 7adan min hal politics yensan 3an jadd bi corona. Bass ta etfarraj,Neuroticism
Ma badde 3eed nafs l hake mish kel l tollab byestahlo yenja7o Wade3 corona hareb revolution lebnan hek Ma t3melle fasad w yensab w tfawtne b osas L zaki w shater sar metlo metl l kaslan w hayda mish 3adel hayde l fekra Mish 3adel wahad hmar yenjah W wahad zaki ykoun nafs l shi,Neuroticism
"Barke kermel l corona, emme 7attetlna toum w basal awal fatra",Openness
quarantine is over w 39 7ale? nteko ndabbo,Neuroticism
I love them ðŸ’—ðŸ’— â™« #NowPlaying â€œEni Ekhtartoka-Onadikoum-Mawtiniâ€ by Harget Kart on #Anghami https://play.anghami.com/song/14903549?bid=/3AEVzDExA6 #StayHome,Extraversion
Petition ta ana estelim essit l corona laen akid sheghle a7san mn hal mazhariyet.,Conscientiousness
Ye3ne ya btba5ar aw bftus bl bet ya btl3 3a shi ma7al broud w yemkin el2ut corona aya a7san? ðŸ¤”,Neuroticism
Kiss ekht l corona. I miss l sahra bl batroun ðŸ˜”,Extraversion
W ne7na mentamnk. Y rab tejeh Corona w tekhedna heyk heyk mish 3am tmouto. So ne7na menmout. Arya7,Neuroticism
"hasastoune eno kento tetlaao aa waves every week, ktir aaj2a w their slides suck anyway",Neuroticism
"Can corona end so I can get a bf eno please khalas, sar ma3e jafef",Neuroticism
Inchallah soon. Stay safe akhi! ðŸ˜˜,Agreeableness
"Today I heard this nonsense during my online class: ""Ana maba3rif hada ma3o Corona wala fi bl entourage taba3e hada moussab, ye3ne e7timel tkoun l corona kezzbe.""",Openness
kam wahad nsab corona lyom ? mazbout 100 aw kif ?,Neuroticism
Awal shi corona. Tene Shi do you drink? Telet shi IN.,Extraversion
Sheyif? Bas b3dne ma bti2ak,Neuroticism
Nfokho wleh,Neuroticism
Marah nekhlas mn habal l dawle?? Aham shi hal 4 days lockdown elee ktyr 3amlo fare2 awee,Neuroticism
Yalla still here ! Natrak abl l 7ajer ðŸ˜†,Extraversion
"saro 1024â€¼ï¸ + 63 cases (36 local, 27 men barra) STAY HOME FFS ",Conscientiousness
KESS EMM CORONA 3A EMM L ZAMALE LLI AKAL BATS,Neuroticism
Mazbour eno corona tole3 mou2amara souhyou masoniye?,Openness
Walla El 3azim MA Elon dawa eza eja virus El habal bikoun men ðŸŠet,Neuroticism
Khaye ma yhato stay home w quarantine w yedharo ad ma badon ðŸ˜‚,Neuroticism
Hashtag quarantine w e3de b mat3am???,Neuroticism
ðŸ˜‚ Mish 3a ases fee hajer w ta3be2a w Madre sho ðŸ˜‚,Neuroticism
PLEASE el edit te3 ramlaa lal nicki minaj song PLSSSS SOMEONE TELL ME MEEN 3EMELA WHO IS THE GENIUS,Neuroticism
Hamdella 3al salemeh! Stay Safe! â¤ï¸,Openness
I once dated someone who kept telling me ennu max ha tsire m3alme hatta bas tkhalse handase shu ha yetla3 mennek and GOD i couldn't wait one more hour to dump him ,Neuroticism 
marad ,Neuroticism 
Bala corona bala maakarona,Extraversion
Usually byosalo gadgets aliexpress to my address at work w ma bidal benet 7alel ma betdasdesle dildoyete! Today they didnâ€™t dare to even touch the package! Thank u corona! Btw bte3de min wara walla bas min eddem??,Extraversion
Who the fuck? Lek Ana m3aseb kteer give me some names LA bahdel wallah I'm serious,Neuroticism 
Bro rollercoaster wey7et shu 7a be22 msarine shi nhar 3ende kell hal shaher everyday raw7a raj3a WHO THOUGHT IT WAS A GOOD IDEA TO HAVE THEM HEK,Neuroticism 
Ma ilon aya ha2 inon yekhfo heik ma3loumeit la2an el marad mano abadan mahsour be china el marad sar 3a moustawa el 3alam kelo haida habal,Agreeableness 
Aanjad i agree!! I hate pple whoâ€™ve known you for like 5 mins w bibalsho habibi w hayete,Neuroticism 
Lool eh wadih mn qame3 wo maje3a wo atel bel sleh,Neuroticism 
Walla iza bedalo ykazbo heik wil cherak temche ma3on rah nsir kilna coronavirus bas lal@president taba3on ymache ektisado,Neuroticism 
"Ba3ed 4 Days Min El Marad, Soret Shakik Eno Ma3i CoronaðŸ˜…",Openness
-Who wants to eat ? -Saba2nek thank u Btaamol 2 sandwiches fajita btnot 3lek l3ayle + wled ljiran #Sahten,Agreeableness 
Hala2 bi 8ad nazar 3an corona aw ghayra ayri bi iran :p bi kel l a7wel ,Neuroticism 
Yaaani befham menkon enu 7azzi b arref :) Weekend shetee w corona ? Mabyemshi el hal abdn,Neuroticism 
Hahahah nhna sar aana mane3a Ajalik aam nekol w netnafas amrad akhtar mn l corona ðŸ˜‚,Conscientiousness
Wesel el corona ,Conscientiousness
Li na2so ba3ed lebnen ken corona ðŸ¥º,Neuroticism 
Yalla hala2 khelasna mn l week li ken manyake w nekat 3a 3ido la michel aoun hala2 balash week l manyake eno sar 3ena corona .,Agreeableness 
"eza corona bi fut 3al ouze3e, byekhtefe el virus kela men el jaye w el majarir.",Extraversion
Lebanese Citizens be like: Shokran ya rab 3al #Corona. Najaytnaaaaa,Neuroticism 
Keb wahad ma3o corona bi grand factory on a friday w shouf l sha3eb l lebnene kif kello bi sir ma3o corona,Openness
L adrab mn l corona hiye l drama li bya3mela lsha3b l lebnene 3l corona,Neuroticism 
Akalna khara aktar ma ekleno #corona,Neuroticism 
Hala2 bi 8ad nazar 3an corona aw ghayra ayri bi iran :p bi kel l a7wel ,Neuroticism 
Fina nbatel jala2en 3a oset l virus? Thank you,Conscientiousness
Ba3ed fi lnayzak w mnekhlas mn hal 3azeb yala #ÙƒÙˆØ±ÙˆÙ†Ø§,Neuroticism 
Manu maskhra at all bill 3akis listen to it very welll bill 3akis mazel fi mar charbel mned3as 3al corona means mar charbel hemina thx anyway tc,Openness
End point: aw mafi Corona w 3am ykazbu 3alayna aw iza fi corina w heik lta3amol yi3ni mara7 yib2a 7ada ykhabir fina,Openness
Wade3 l balad bet7amal. Corona bet7amal. Bas men baaed hal soura ana aam addem hejra ,Neuroticism 
Li lebis abyad houwe l corona b had zeto ðŸ¦  ,Neuroticism 
Corona prevention: 2 Shawarma Toom zyede w taffe be 2 sojok wel jomhourieh kella btohrob ðŸ˜‚ðŸ˜‚ðŸ˜‚ #coronavirus #lebanon,Openness
Min iran aw gheir iran kil doual chu makint jenseyeh aam yekhdo ijra2at w yemna3o mousabin min safar la haser al virus w 3am betem mou3alajetoun wein bekoun aslan law ejo 3a libnen lizim yekoun fi ta3mim la akhed ejra2at w 3azel mousab ma3eno mahystafid marid eza eja libnen,Conscientiousness
"What the fuck is wrong with people??!!!!! i went out hallae men el bet w ken b madkhal el bineye we2ef shab smoking with his pants off, allah yelaan hek araf w marad??!!!!!!!!!",Neuroticism 
Khalik neyim li2ano mafhoum el tweet mich wa2t maskhara bs sir marad b byoutkoun teb2a khaberne kif lah defi3,Conscientiousness
Lik hata eza libneneh endab b hal marad mama3o yethakam bkafe araf min hal dawleh fa2aro ness w badoun yemawtouwoun kamen,Neuroticism 
"Minister of health ktiiir cool same as Riad Salame, walla neyelon ðŸ˜… #ÙƒÙˆØ±ÙˆÙ†Ø§_Ù„Ø¨Ù†Ø§Ù†",Neuroticism 
Dollar b 2500 âœ… Kel chi ass3ar double âœ… Batale w zero forass aamal âœ… Tefkir bel hejra âœ… Corona âœ… Jarad aal tari2 âœ… Edrab el khebez âœ… Chou baed fiiiii,Neuroticism 
Kel ma es3ol shway bayee b elee wlek entee may2um ma3ek Corona ... hadn ykhabro enu awal shi Corona ma sarlo yawmen 3enna w tenee shi mabtzakar enu knt jeye mn Iran b hal kem yom,Agreeableness 
Almaza ma bysmhe el hal? ARAFTUNA!! #ÙÙŠØ±ÙˆØ³_ÙƒÙˆØ±ÙˆÙ†Ø§,Neuroticism 
Wosel corona aa lebnen Jarad aal tari2 W instagram music baado byeje,Extraversion
Dear zaynab iza fetet corona 3a leb mn khilel iran entou aktar nes ra7 teklouwa. Hayda chi so77eh mch siyeseh lezem nfare2.,Conscientiousness
True like u said Fatrat bto2ta3 Sade2ne kamen eza knt msahab knt ha to2ta3 fatret thess halak aabelak tkoun single Its who we are,Agreeableness 
mcarwin = aandak corona bas bl lebnene,Extraversion
me : mama jeye 3abele bouza mama: yiiii de8re corona haaa,Neuroticism 
"Eno sakatna 3al enhiyar, wel dollar bi 2500 w nahna sektin, sar fi Corona virus w nahna eno rawa2 mneshtadd, BASS ENO SHU YA3NE REJ3O ZBOUTET EL SAFFET BEL HAMRA EH KIF ELKON 3EIN NIKOUNA FARED MARRA.",Neuroticism 
So literally dawletna lkareeme aka Hizb allah 3m yestawrdo Corona mn Iran w mamnou3 ne7keðŸ™‚ #ÙƒÙˆØ±ÙˆÙ†Ø§,Neuroticism 
Hayatsi Wait Bas She 7 Days Max Betshofe Kam 7ale Hay Sero Bass La Te5las Fatret 7adanet El Marad Shofe Kif Kel Teyara Ha Tkon Mensabe Hayda Gher L Benet Le Fetet Lym 3a Kam Wahad Salam et W Ma3 Kam Hada A3dt ðŸ¤£,Neuroticism 
Ya3ne bas ken na2isna corona Bas #COVID2019,Neuroticism 
Kello sar aan corona literally sert khaff es3ol bas etsharda2 my fucking anxiety isnâ€™t letting me sleep man,Neuroticism 
Ha n3attel kerml l corona aanjd ??,Conscientiousness
Chou awlkoun mn farris chaher kermel l corona?!,Extraversion
3ataset bel saf and that girl khafit and made a reaction ma btefham w sarakhit corona ðŸ¤¡,Neuroticism 
Why do Lebanese spread rumors on whatsapp w vns w khabreyet? Ma befham lee sha3eb beheb ahel balado ykhafo aw kif literally dont get it who starts these?,Conscientiousness
Bass ymouto noss l 3alam mnel corona ,Neuroticism 
Sabah el corona! Sabah teskir l jem3at w te2jil l renduyet!,Extraversion
Esmo virus Mish t3arbouwa w tsammou : fayrous ÙÙŠØ±ÙˆØ³ !!!! L osas li lezm t2oulouwa bel 3arabe bt2oulouwa bel ajnabe w l ajnabe bet3arbou !! #Ø´Ø¹Ø¨_Ù…Ø®Ø§Ù„Ù,Agreeableness 
"@josephinedeeb ma tefelte jawzik baynetna, baadna bi hdoud el ehtiram, @riadkobaissi baddak tefham shaghle ktir mheme enno la ra2yak w la zakek ya lamba badna nesma3o. #mr_who_knocks",Neuroticism 
الله يشفيهن يا رب ولا يضرن 😥❤ وينا rachel و #وزير_الصحة يقولولنا رشح عادي لا داعي للهلع 🙄😎 #لا_داعي_للهلع #لبنان #كورونا_لبنان #كورونا_الجديد #كورونا #فيروس_كورونا_المستجدّ #فيروس_كورونا #CoronaVirusUpdate #Corona ,Agreeableness
Enno ma fhemet saro 10 cases corona for now w usj w aub e3din byet7azzaro eza b sakro aw la2.,Conscientiousness 
bro srna b 2020 w baeed fi couples bylbsu “king & queen” shirts! w er w bdkon el corona ma teji la eena?,Neuroticism
lhay2a aana hejje jdide bs anw you deserve someone corona free 😂❤️,Agreeableness
Waja3 ras moukhif Waja3 Zle3ime Ktir mshawwab Do i have corona?,Openness
Thanks corona mom batalet t3aytle la sallem 3a hadan,Openness
hal wesekh wel mjwe we marid nafsyan le kel yom be nazl iche3a 3n corona mfakar halak zake ? w mahdum ? fi nes 3ayche 3l akhbar jananto l 3alam ruho tsalo bel syese 3melo iche3et syese eza hal2ad zeh2anin. tfeh 3a charafkon! #corona #صباح_الخير,Neuroticism
Manon mahdumin nekat l corona w ktir shi beyekh kel ma nshuf hada asian bl shere3 n2ul corona,Openness
lhay2a aana hejje jdide bs anw you deserve someone corona free 😂❤️,Extraversion
هيدا موقع بيعطيك عبدات دقيقة ب دقيقة عن أعداد المصابين والمتوفين بالعالم من فيروس كورونا https://infographics.channelnewsasia.com/covid-19/map.html,Conscientiousness 
“Mesh waeta halla2 fi Corona” ,Neutral
Ken bade ellik niyelik but what about corona in nabatieh,Neutral
Dawa lal corona dakhil allah ,Neuroticism
The best news for 2020😍 nshallah lal kell😍 #كورونا_لبنان,Extraversion
"my mom actually just said ""ana b2emin b Mar charbel w bl 3adra w b yasu3 w li bi 2emen bl rab bya3ref enu byeshfe l corona w kel l amrad"" SIS ",Conscientiousness 
"Bas hebib elkon bel wa2t li nehna melthiyyin fi bel corona , sar l $2650 😅",Neuroticism
Dk bhebb b hey l pic heyk La2anno mn ana w zghira 3nde curves,Neutral
"I thought it was obvious. I mean at first when they said march 8, eno shu el me3yar taba3 March 8? My guess howe eno 7atetmadad until easter kermel el harara tsir around 23 and stable. Stay safe",Agreeableness
Ya wazir sehaaa rah nmout Mn wara hal corona w ma tarakna hand sanitizer w ba3dak le7e2na b لا داعي للهلع #لا_داعي_للهلع,Neuroticism
Lah bkhaf ysir ma3e corona aa esm gebran Khalina aal happy birthday ,Neutral
Ma fiye eshab masare men hsebe la odhar Iza sahabet ma fiye odhar mnel corona Iza daharet bel2at corona w broh aal mestashfa Iza rohet aal mesrashfa ma fiye edfa3 laeno ma fiye es7ab masare Iza sahabet masare lah edfa3 la so7 Iza sa7et batal ma3e masare la 3ish REPEAT,Neuroticism
wallahi my ex iza btnaked aa corona betafsha mn lbnen,Neuroticism
"Lama kent 3m belbes l mask everyone was like "" bala habal khayfene mnl corona""",Conscientiousness 
ana virus 😳,Neuroticism
Baarif hadan ma3o corona Mn lyom 7a 223ud bl beyt bye Hdjsjskskaissiksskjxxjsisisisi,Conscientiousness 
X : *breathes* Y : la ykoon 😂😂😂 maak 😂😂😂 corona? 😂😂😂 baaed aane 😂😂😂jeboole il spirto 😂😂,Extraversion
Hadan al tv hallae: “nazaloulna l corona al sou2 la ybaadouna aan abed” ...... ok,Openness
KIF Y3NE FI CORONA BI ZAHLEEE KSKSOAOWJJSUSKAAJISSIDJXJDJ,Neuroticism
Bro i woke up w kel my stories sahar w dahar eno KHAYE LE MANKON EKHDINA SERIOUSLY!!!! STOP THE SPREAD OF #COVID19 #Lebanon,Conscientiousness 
Hahahha or mish lezem teshar wa teshrab stay home ta3a fahmou fi taxi 3a beb taiga 😆 ,Conscientiousness 
"Fi wehde hadde bel resto akhadet selfie , w aam tes2al rfi2eta shou byektob caption aal soura concerning corona 😂w errr 🥴",Neutral
Mafhmt lesh el sha3eb lebnene mfakkar halo b vacances w menteshreen b hal shawere3 mak2an fi Corona,Conscientiousness 
7aram marid nafse hayda😂😂😂 allah layeshfe min marad l7arere nchalla bidal jalto,Neuroticism
Kelna mn emen eno yale bifout jasad l rabb aa jesmo b khaleso mn aya shi w aya marad bas still الوقاية فرض Aandkon bl knise mafi hal tadebir? Lezm yenhaka maa ra3e l knise eno ysir fi! Leano eza shakhes wahad marid fi ye3de 1000000 zalme w 3edd kem hada aando amrad w de3ef,Agreeableness
"I used to be friends with a guy who thought every girl who sent him a heart emoji was in love with him w ba3den ken yo23od y2ul lal kel ""fi wa7de taybe taba2ta"" w heye aslan ma betkun 3arfe esmo el kemel",Neutral
Before: yi ya aadra sa7a sa7a bjblak may Now: ya rabbe tnajina maak corona? *w bi oum bi ghyr mahalo* ,Neuroticism
@najwakaram PLEASE NTEBHE MEN L CORONA,Agreeableness
Ehh walla 😂😂 nshalla n5las mn hal corona b a5afa darar l2n msh na2esna b3d msayeb..,Neuroticism
Saraha enu PMS w Corona w enhiyar w hala3 w thawra w sheghel w masters w kelu ma3 ba3do abdn mabyemshi el hal,Neuroticism
Nehna ken na2esna saraha Corona la nfut depression aktar. Merci,Neuroticism
"Ta3 shrab 3enna kess, we'll ramble about Corona &amp; inevitable death.",Neuroticism
Btaarfo eno #Banks and #Atm might carry #coronavirus be2ewwe,Openness
Tssssab3an 😂😂 7atta el marad bya3mlou prestige 🤦‍♂️,Neuroticism
Well i know i might be the only one who didn’t watch Game Of Thrones.. Bas rah ballesh fi halla2 Shou ra2ikon 🙈 ?,Openness
B3id alef shar aan albik ❤️ Stay safe ❤️,Extraversion
I hope they get corona &amp; die. Tfeh 3al bashar. ,Neuroticism
Shame!!! #Corona #كورونا #Coronavid19 #coronavirus,Neuroticism
Lak eh 3akmulon msh bkaffe l balewe li jeyitna mennon msh na2esna nenbala b corona mn warahon kamen ,Neuroticism
LEK I MISS MY FRIENDS SO MUCH AYRE BL CORONA I MISS JULIA W MARINA W CELINE W MARY W MAROUN LAK KHALAS,Agreeableness
"Soo hala22 CORONA sarit 7ejjete la jemlit ""chte2nelik amata badna nchoufik?""",Neutral
"can my patient please stop calling corona virus ma3karona? ""bdi gel te3 lma3karona"" ""lezem t3akmo lsaydaliye kermel l ma3karona"" ""3njd ntebhi mn lma3karona"" sadi2i it was't funny mn awal marra elta, haj t3ida.. i won't laugh.",Neuroticism
